year,team,conference,predicted_rating,national_rank
2020,Marshall,Sun Belt,6.21,33
2020,Purdue,Big Ten,6.0,34
2020,Virginia Tech,ACC,5.98,35
2020,SMU,ACC,5.21,36
2020,UCF,Big 12,5.01,37
2020,App State,Sun Belt,4.86,38
2020,Boise State,Pac-12,4.37,39
2020,Tulane,American Athletic,3.67,40
2020,Tulsa,American Athletic,3.51,41
2020,Louisville,ACC,3.38,42
2020,Memphis,American Athletic,3.3,43
2020,TCU,Big 12,3.26,44
2020,Colorado,Big 12,2.94,45
2020,San Diego State,Pac-12,2.93,46
2020,Virginia,ACC,2.87,47
2020,Michigan State,Big Ten,2.76,48
2020,South Carolina,SEC,2.68,49
2020,Tennessee,SEC,2.68,49
2020,Coastal Carolina,Sun Belt,2.6,51
2020,Baylor,Big 12,2.56,52
2020,Arkansas,SEC,2.55,53
2020,Washington State,Pac-12,2.51,54
2020,Kentucky,SEC,2.43,55
2020,Louisiana,Sun Belt,2.25,56
2020,Minnesota,Big Ten,2.21,57
2020,Mississippi State,SEC,2.12,58
2020,NC State,ACC,2.12,58
2020,UCLA,Big Ten,2.06,60
2020,UAB,American Athletic,1.91,61
2020,Georgia Tech,ACC,1.81,62
2020,Stanford,ACC,1.51,63
2020,Liberty,Conference USA,1.48,64
2020,nationalAverages,,1.33,65
2020,Troy,Sun Belt,1.21,66
2020,Duke,ACC,1.05,67
2020,California,ACC,0.88,68
2020,Boston College,ACC,0.84,69
2020,Houston,Big 12,0.84,69
2020,Wake Forest,ACC,0.73,71
2020,Missouri,SEC,0.71,72
2020,Oregon State,Pac-12,0.7,73
2020,Arizona,Big 12,0.65,74
2020,Florida Atlantic,American Athletic,0.5,75
2020,Maryland,Big Ten,-0.03,76
2020,Texas Tech,Big 12,-0.23,77
2020,San José State,Mountain West,-0.38,78
2020,Illinois,Big Ten,-0.57,79
2020,Kansas State,Big 12,-0.59,80
2020,Western Michigan,Mid-American,-0.64,81
2020,Florida State,ACC,-1.14,82
2020,Wyoming,Mountain West,-1.19,83
2020,Nevada,Mountain West,-1.59,84
2020,Toledo,Mid-American,-1.62,85
2020,Buffalo,Mid-American,-3.0,86
2020,Ohio,Mid-American,-3.02,87
2020,Georgia Southern,Sun Belt,-3.4,88
2020,Central Michigan,Mid-American,-3.5,89
2020,Louisiana Tech,Conference USA,-3.94,90
2020,Georgia State,Sun Belt,-3.96,91
2020,Western Kentucky,Conference USA,-4.42,92
2020,Army,American Athletic,-4.47,93
2020,Arkansas State,Sun Belt,-4.56,94
2020,Colorado State,Pac-12,-4.71,95
2020,Kent State,Mid-American,-5.08,96
2020,Fresno State,Pac-12,-5.09,97
2020,Charlotte,American Athletic,-5.12,98
2020,North Texas,American Athletic,-5.22,99
2020,Southern Miss,Sun Belt,-5.4,100
2020,South Florida,American Athletic,-5.42,101
2020,Florida International,Conference USA,-5.52,102
2020,Syracuse,ACC,-5.64,103
2020,Temple,American Athletic,-6.04,104
2020,Ball State,Mid-American,-6.38,105
2020,Air Force,Mountain West,-6.51,106
2020,Vanderbilt,SEC,-6.56,107
2020,Hawai'i,Mountain West,-6.6,108
2020,Kansas,Big 12,-6.79,109
2020,Rutgers,Big Ten,-6.98,110
2020,Middle Tennessee,Conference USA,-8.1,111
2020,Rice,American Athletic,-8.41,112
2020,East Carolina,American Athletic,-8.71,113
2020,South Alabama,Sun Belt,-8.77,114
2020,UTSA,American Athletic,-8.82,115
2020,Miami (OH),Mid-American,-8.91,116
2020,Utah State,Pac-12,-8.91,116
2020,Navy,American Athletic,-9.05,118
2020,New Mexico,Mountain West,-9.97,119
2020,UTEP,Mountain West,-10.23,120
2020,Eastern Michigan,Mid-American,-10.33,121
2020,Old Dominion,Sun Belt,-10.42,122
2020,Texas State,Pac-12,-10.51,123
2020,UL Monroe,Sun Belt,-11.48,124
2020,Northern Illinois,Mountain West,-11.91,125
2020,UNLV,Mountain West,-13.97,126
2020,New Mexico State,Conference USA,-14.13,127
2020,Massachusetts,Mid-American,-14.57,128
2020,UConn,FBS Independents,-15.55,129
2020,Bowling Green,Mid-American,-16.09,130
2020,Akron,Mid-American,-18.06,131
2021,Alabama,SEC,25.89,1
2021,Ohio State,Big Ten,25.17,2
2021,Georgia,SEC,22.37,3
2021,Texas A&M,SEC,21.76,4
2021,Wisconsin,Big Ten,20.25,5
2021,Clemson,ACC,20.23,6
2021,Michigan,Big Ten,18.47,7
2021,Notre Dame,FBS Independents,15.15,8
2021,Oklahoma,SEC,14.21,9
2021,Oregon,Big Ten,14.17,10
2021,Florida,SEC,13.94,11
2021,Penn State,Big Ten,13.8,12
2021,Texas,SEC,13.61,13
2021,Arkansas,SEC,13.33,14
2021,Tennessee,SEC,13.19,15
2021,Baylor,Big 12,12.98,16
2021,Kentucky,SEC,12.31,17
2021,Nebraska,Big Ten,12.19,18
2021,Cincinnati,Big 12,11.9,19
2021,Utah,Big 12,11.86,20
2021,Arizona State,Big 12,11.85,21
2021,Miami,ACC,11.83,22
2021,NC State,ACC,11.25,23
2021,UCLA,Big Ten,10.65,24
2021,Michigan State,Big Ten,10.57,25
2021,Oklahoma State,Big 12,10.5,26
2021,Pittsburgh,ACC,10.44,27
2021,Iowa State,Big 12,10.33,28
2021,Florida State,ACC,10.22,29
2021,Ole Miss,SEC,10.13,30
2021,Iowa,Big Ten,9.67,31
2021,Minnesota,Big Ten,9.49,32
2021,Mississippi State,SEC,9.37,33
2021,North Carolina,ACC,9.25,34
2021,Kansas State,Big 12,8.86,35
2021,Houston,Big 12,8.82,36
2021,Purdue,Big Ten,8.69,37
2021,Auburn,SEC,8.64,38
2021,Boise State,Pac-12,8.1,39
2021,Oregon State,Pac-12,6.99,40
2021,LSU,SEC,6.58,41
2021,Texas Tech,Big 12,6.55,42
2021,SMU,ACC,6.48,43
2021,Louisville,ACC,6.4,44
2021,Wake Forest,ACC,6.38,45
2021,Liberty,Conference USA,5.65,46
2021,Fresno State,Pac-12,5.4,47
2021,App State,Sun Belt,5.36,48
2021,Louisiana,Sun Belt,5.01,49
2021,Marshall,Sun Belt,5.01,49
2021,Tulsa,American Athletic,4.48,51
2021,Toledo,Mid-American,4.37,52
2021,Maryland,Big Ten,4.36,53
2021,UAB,American Athletic,4.3,54
2021,Virginia,ACC,4.07,55
2021,Western Kentucky,Conference USA,4.07,55
2021,Washington State,Pac-12,4.05,57
2021,UCF,Big 12,3.95,58
2021,Coastal Carolina,Sun Belt,3.87,59
2021,San Diego State,Pac-12,3.72,60
2021,USC,Big Ten,3.43,61
2021,BYU,Big 12,3.42,62
2021,TCU,Big 12,3.15,63
2021,Air Force,Mountain West,2.96,64
2021,Missouri,SEC,2.92,65
2021,UTSA,American Athletic,2.76,66
2021,South Carolina,SEC,2.48,67
2021,West Virginia,Big 12,2.35,68
2021,Washington,Big Ten,2.22,69
2021,California,ACC,1.88,70
2021,Illinois,Big Ten,1.87,71
2021,Memphis,American Athletic,1.55,72
2021,nationalAverages,,1.51,73
2021,Boston College,ACC,1.48,74
2021,Virginia Tech,ACC,0.84,75
2021,Army,American Athletic,0.29,76
2021,Indiana,Big Ten,0.28,77
2021,Syracuse,ACC,0.04,78
2021,Rutgers,Big Ten,0.02,79
2021,Georgia Tech,ACC,-0.5,80
2021,East Carolina,American Athletic,-0.53,81
2021,Colorado State,Pac-12,-0.82,82
2021,San José State,Mountain West,-0.84,83
2021,Wyoming,Mountain West,-1.01,84
2021,Nevada,Mountain West,-1.35,85
2021,Utah State,Pac-12,-1.37,86
2021,Central Michigan,Mid-American,-1.42,87
2021,Western Michigan,Mid-American,-1.58,88
2021,Georgia State,Sun Belt,-1.79,89
2021,Middle Tennessee,Conference USA,-1.84,90
2021,Hawai'i,Mountain West,-1.89,91
2021,Tulane,American Athletic,-2.17,92
2021,Florida Atlantic,American Athletic,-2.23,93
2021,North Texas,American Athletic,-2.31,94
2021,Miami (OH),Mid-American,-2.42,95
2021,Troy,Sun Belt,-2.59,96
2021,Northern Illinois,Mountain West,-3.3,97
2021,Kent State,Mid-American,-4.59,98
2021,Eastern Michigan,Mid-American,-5.11,99
2021,UTEP,Mountain West,-5.45,100
2021,Navy,American Athletic,-5.58,101
2021,Northwestern,Big Ten,-5.66,102
2021,Old Dominion,Sun Belt,-5.92,103
2021,South Alabama,Sun Belt,-6.14,104
2021,Colorado,Big 12,-6.59,105
2021,Stanford,ACC,-6.63,106
2021,Arizona,Big 12,-6.89,107
2021,South Florida,American Athletic,-7.55,108
2021,Duke,ACC,-7.95,109
2021,Louisiana Tech,Conference USA,-8.71,110
2021,UNLV,Mountain West,-8.98,111
2021,Temple,American Athletic,-9.26,112
2021,Vanderbilt,SEC,-9.29,113
2021,Buffalo,Mid-American,-9.47,114
2021,Ball State,Mid-American,-9.59,115
2021,Ohio,Mid-American,-9.71,116
2021,Southern Miss,Sun Belt,-9.75,117
2021,Georgia Southern,Sun Belt,-9.81,118
2021,Arkansas State,Sun Belt,-9.91,119
2021,Kansas,Big 12,-10.29,120
2021,Texas State,Pac-12,-10.52,121
2021,Bowling Green,Mid-American,-10.56,122
2021,New Mexico,Mountain West,-11.2,123
2021,Charlotte,American Athletic,-11.64,124
2021,Florida International,Conference USA,-12.72,125
2021,UL Monroe,Sun Belt,-14.09,126
2021,UConn,FBS Independents,-16.79,127
2021,Rice,American Athletic,-16.9,128
2021,Akron,Mid-American,-17.39,129
2021,Massachusetts,Mid-American,-17.56,130
2021,New Mexico State,Conference USA,-18.08,131
2022,Alabama,SEC,25.86,1
2022,Ohio State,Big Ten,25.55,2
2022,Georgia,SEC,23.56,3
2022,Penn State,Big Ten,21.02,4
2022,Texas,SEC,19.76,5
2022,Michigan,Big Ten,17.63,6
2022,Tennessee,SEC,16.79,7
2022,TCU,Big 12,15.16,8
2022,LSU,SEC,14.62,9
2022,Utah,Big 12,13.78,10
2022,Clemson,ACC,13.75,11
2022,Oregon,Big Ten,13.71,12
2022,Notre Dame,FBS Independents,13.26,13
2022,Kansas State,Big 12,13.16,14
2022,Oklahoma,SEC,13.03,15
2022,Mississippi State,SEC,12.51,16
2022,Oregon State,Pac-12,12.18,17
2022,UCF,Big 12,11.89,18
2022,Ole Miss,SEC,11.82,19
2022,Florida State,ACC,11.37,20
2022,Texas A&M,SEC,11.27,21
2022,USC,Big Ten,10.78,22
2022,Purdue,Big Ten,10.09,23
2022,Illinois,Big Ten,9.66,24
2022,Kentucky,SEC,9.49,25
2022,Iowa,Big Ten,9.25,26
2022,Missouri,SEC,9.12,27
2022,Maryland,Big Ten,9.08,28
2022,Minnesota,Big Ten,8.93,29
2022,North Carolina,ACC,8.74,30
2022,Washington,Big Ten,8.7,31
2022,Cincinnati,Big 12,8.67,32
2022,Wisconsin,Big Ten,8.16,33
2022,NC State,ACC,7.95,34
2022,Washington State,Pac-12,7.66,35
2022,Arkansas,SEC,7.62,36
2022,UCLA,Big Ten,7.62,36
2022,Tulane,American Athletic,7.49,38
2022,Pittsburgh,ACC,7.45,39
2022,Baylor,Big 12,7.39,40
2022,Auburn,SEC,7.36,41
2022,Oklahoma State,Big 12,7.18,42
2022,Louisville,ACC,6.97,43
2022,Florida,SEC,6.93,44
2022,Wake Forest,ACC,6.57,45
2022,South Carolina,SEC,6.56,46
2022,Texas Tech,Big 12,5.81,47
2022,Boise State,Pac-12,5.59,48
2022,James Madison,Sun Belt,5.18,49
2022,Iowa State,Big 12,5.14,50
2022,SMU,ACC,4.96,51
2022,Memphis,American Athletic,4.73,52
2022,California,ACC,4.44,53
2022,Duke,ACC,4.2,54
2022,South Alabama,Sun Belt,4.18,55
2022,Michigan State,Big Ten,4.14,56
2022,UTSA,American Athletic,3.97,57
2022,Houston,Big 12,3.54,58
2022,Syracuse,ACC,3.47,59
2022,West Virginia,Big 12,3.29,60
2022,Vanderbilt,SEC,3.11,61
2022,Miami,ACC,2.88,62
2022,Troy,Sun Belt,2.88,62
2022,Nebraska,Big Ten,2.85,64
2022,Arizona State,Big 12,2.24,65
2022,Kansas,Big 12,2.15,66
2022,Fresno State,Pac-12,1.98,67
2022,App State,Sun Belt,1.88,68
2022,Arizona,Big 12,1.58,69
2022,nationalAverages,,1.56,70
2022,Western Kentucky,Conference USA,1.52,71
2022,East Carolina,American Athletic,1.36,72
2022,Marshall,Sun Belt,1.24,73
2022,Louisiana,Sun Belt,1.18,74
2022,BYU,Big 12,1.12,75
2022,Indiana,Big Ten,1.08,76
2022,UAB,American Athletic,0.83,77
2022,Coastal Carolina,Sun Belt,0.6,78
2022,Air Force,Mountain West,0.59,79
2022,North Texas,American Athletic,0.17,80
2022,Liberty,Conference USA,0.05,81
2022,San José State,Mountain West,-0.3,82
2022,Stanford,ACC,-0.75,83
2022,San Diego State,Pac-12,-0.82,84
2022,Army,American Athletic,-1.68,85
2022,Southern Miss,Sun Belt,-1.83,86
2022,Toledo,Mid-American,-1.91,87
2022,Georgia State,Sun Belt,-2.33,88
2022,Tulsa,American Athletic,-2.62,89
2022,Ohio,Mid-American,-3.71,90
2022,Virginia Tech,ACC,-3.78,91
2022,Rutgers,Big Ten,-4.01,92
2022,Georgia Tech,ACC,-4.14,93
2022,Florida Atlantic,American Athletic,-4.35,94
2022,Georgia Southern,Sun Belt,-4.38,95
2022,Eastern Michigan,Mid-American,-4.77,96
2022,Boston College,ACC,-5.39,97
2022,Virginia,ACC,-5.55,98
2022,Middle Tennessee,Conference USA,-5.62,99
2022,Northwestern,Big Ten,-7.14,100
2022,Navy,American Athletic,-7.57,101
2022,Temple,American Athletic,-8.24,102
2022,Central Michigan,Mid-American,-8.54,103
2022,Miami (OH),Mid-American,-8.59,104
2022,UNLV,Mountain West,-8.83,105
2022,South Florida,American Athletic,-9.11,106
2022,Texas State,Pac-12,-9.26,107
2022,Wyoming,Mountain West,-9.43,108
2022,Arkansas State,Sun Belt,-9.57,109
2022,UTEP,Mountain West,-9.64,110
2022,Western Michigan,Mid-American,-9.68,111
2022,Utah State,Pac-12,-9.74,112
2022,Rice,American Athletic,-9.8,113
2022,Louisiana Tech,Conference USA,-9.84,114
2022,UConn,FBS Independents,-10.07,115
2022,New Mexico State,Conference USA,-10.22,116
2022,Buffalo,Mid-American,-10.23,117
2022,Kent State,Mid-American,-10.58,118
2022,Colorado,Big 12,-10.78,119
2022,Ball State,Mid-American,-10.79,120
2022,Old Dominion,Sun Belt,-10.85,121
2022,Charlotte,American Athletic,-11.37,122
2022,UL Monroe,Sun Belt,-12.31,123
2022,Northern Illinois,Mountain West,-12.41,124
2022,Bowling Green,Mid-American,-13.27,125
2022,Nevada,Mountain West,-14.88,126
2022,Colorado State,Pac-12,-15.51,127
2022,New Mexico,Mountain West,-16.39,128
2022,Hawai'i,Mountain West,-16.9,129
2022,Massachusetts,Mid-American,-17.06,130
2022,Akron,Mid-American,-17.21,131
2022,Florida International,Conference USA,-18.23,132
2023,Georgia,SEC,25.99,1
2023,Ohio State,Big Ten,24.97,2
2023,Michigan,Big Ten,24.92,3
2023,Penn State,Big Ten,24.91,4
2023,Oregon,Big Ten,21.89,5
2023,Alabama,SEC,21.28,6
2023,Notre Dame,FBS Independents,21.03,7
2023,Texas,SEC,19.79,8
2023,Oklahoma,SEC,18.49,9
2023,Texas A&M,SEC,16.71,10
2023,LSU,SEC,16.68,11
2023,Ole Miss,SEC,15.45,12
2023,Florida State,ACC,15.14,13
2023,Tennessee,SEC,14.91,14
2023,Miami,ACC,14.73,15
2023,Missouri,SEC,12.87,16
2023,USC,Big Ten,12.56,17
2023,Clemson,ACC,11.84,18
2023,Kansas State,Big 12,11.63,19
2023,Arizona,Big 12,11.35,20
2023,Utah,Big 12,10.64,21
2023,Washington,Big Ten,10.28,22
2023,Florida,SEC,10.24,23
2023,Auburn,SEC,9.89,24
2023,Louisville,ACC,9.77,25
2023,UCLA,Big Ten,9.42,26
2023,Maryland,Big Ten,9.06,27
2023,NC State,ACC,9.01,28
2023,TCU,Big 12,8.97,29
2023,Wisconsin,Big Ten,8.32,30
2023,SMU,ACC,8.27,31
2023,Iowa,Big Ten,8.21,32
2023,Kentucky,SEC,7.87,33
2023,South Carolina,SEC,7.68,34
2023,Duke,ACC,7.57,35
2023,Oregon State,Pac-12,7.48,36
2023,Texas Tech,Big 12,7.18,37
2023,Boise State,Pac-12,7.16,38
2023,West Virginia,Big 12,6.64,39
2023,North Carolina,ACC,6.55,40
2023,Kansas,Big 12,6.2,41
2023,Iowa State,Big 12,6.15,42
2023,James Madison,Sun Belt,5.25,43
2023,Arkansas,SEC,5.0,44
2023,Oklahoma State,Big 12,4.91,45
2023,UTSA,American Athletic,4.78,46
2023,California,ACC,4.63,47
2023,Troy,Sun Belt,4.57,48
2023,Virginia Tech,ACC,4.3,49
2023,Minnesota,Big Ten,4.23,50
2023,Georgia Tech,ACC,4.08,51
2023,Nebraska,Big Ten,3.95,52
2023,UCF,Big 12,3.73,53
2023,Washington State,Pac-12,3.68,54
2023,Liberty,Conference USA,3.61,55
2023,Memphis,American Athletic,3.56,56
2023,Illinois,Big Ten,3.52,57
2023,App State,Sun Belt,2.72,58
2023,Colorado,Big 12,2.7,59
2023,South Alabama,Sun Belt,2.46,60
2023,BYU,Big 12,2.43,61
2023,Rutgers,Big Ten,2.3,62
2023,Mississippi State,SEC,2.24,63
2023,Northwestern,Big Ten,2.15,64
2023,Syracuse,ACC,1.86,65
2023,Air Force,Mountain West,1.39,66
2023,Fresno State,Pac-12,1.19,67
2023,Toledo,Mid-American,1.04,68
2023,Michigan State,Big Ten,0.6,69
2023,nationalAverages,,0.07,70
2023,Coastal Carolina,Sun Belt,-0.1,71
2023,Tulane,American Athletic,-0.7,72
2023,Wake Forest,ACC,-0.84,73
2023,South Florida,American Athletic,-0.92,74
2023,Cincinnati,Big 12,-1.1,75
2023,Pittsburgh,ACC,-1.28,76
2023,Purdue,Big Ten,-1.29,77
2023,Jacksonville State,Conference USA,-1.31,78
2023,San José State,Mountain West,-1.49,79
2023,Baylor,Big 12,-1.6,80
2023,Houston,Big 12,-1.9,81
2023,Western Kentucky,Conference USA,-2.33,82
2023,Boston College,ACC,-2.39,83
2023,Louisiana,Sun Belt,-2.64,84
2023,Indiana,Big Ten,-2.96,85
2023,Texas State,Pac-12,-3.03,86
2023,Georgia Southern,Sun Belt,-3.09,87
2023,UNLV,Mountain West,-3.64,88
2023,Georgia State,Sun Belt,-3.69,89
2023,Arkansas State,Sun Belt,-4.61,90
2023,Army,American Athletic,-4.73,91
2023,North Texas,American Athletic,-4.82,92
2023,Miami (OH),Mid-American,-5.48,93
2023,Ohio,Mid-American,-5.77,94
2023,New Mexico State,Conference USA,-6.17,95
2023,East Carolina,American Athletic,-6.29,96
2023,Arizona State,Big 12,-6.56,97
2023,Wyoming,Mountain West,-6.64,98
2023,Virginia,ACC,-6.74,99
2023,Florida Atlantic,American Athletic,-6.98,100
2023,Stanford,ACC,-7.19,101
2023,Vanderbilt,SEC,-7.62,102
2023,Northern Illinois,Mountain West,-7.86,103
2023,Marshall,Sun Belt,-7.87,104
2023,Bowling Green,Mid-American,-8.05,105
2023,UConn,FBS Independents,-8.59,106
2023,Rice,American Athletic,-8.97,107
2023,San Diego State,Pac-12,-9.14,108
2023,Middle Tennessee,Conference USA,-9.24,109
2023,Colorado State,Pac-12,-9.29,110
2023,Sam Houston,Conference USA,-9.29,110
2023,Southern Miss,Sun Belt,-9.39,112
2023,UAB,American Athletic,-9.62,113
2023,Old Dominion,Sun Belt,-9.68,114
2023,Tulsa,American Athletic,-9.71,115
2023,Utah State,Pac-12,-9.72,116
2023,Massachusetts,Mid-American,-9.86,117
2023,Louisiana Tech,Conference USA,-10.13,118
2023,Eastern Michigan,Mid-American,-10.59,119
2023,Ball State,Mid-American,-10.9,120
2023,Navy,American Athletic,-10.9,120
2023,Western Michigan,Mid-American,-10.9,120
2023,Temple,American Athletic,-11.52,123
2023,Buffalo,Mid-American,-11.71,124
2023,Central Michigan,Mid-American,-12.33,125
2023,UTEP,Mountain West,-12.68,126
2023,New Mexico,Mountain West,-12.83,127
2023,Hawai'i,Mountain West,-12.87,128
2023,Charlotte,American Athletic,-13.37,129
2023,Akron,Mid-American,-13.74,130
2023,Florida International,Conference USA,-13.9,131
2023,UL Monroe,Sun Belt,-15.18,132
2023,Nevada,Mountain West,-17.28,133
2023,Kent State,Mid-American,-17.83,134
2024,Georgia,SEC,26.26,1
2024,Ohio State,Big Ten,25.05,2
2024,Alabama,SEC,24.84,3
2024,Texas,SEC,24.73,4
2024,Oregon,Big Ten,24.06,5
2024,Notre Dame,FBS Independents,23.74,6
2024,Penn State,Big Ten,23.28,7
2024,Miami,ACC,19.46,8
2024,Tennessee,SEC,18.62,9
2024,Texas A&M,SEC,18.01,10
2024,LSU,SEC,17.53,11
2024,Florida,SEC,17.27,12
2024,South Carolina,SEC,15.54,13
2024,Clemson,ACC,15.36,14
2024,Ole Miss,SEC,14.93,15
2024,Michigan,Big Ten,14.39,16
2024,Oklahoma,SEC,13.32,17
2024,Missouri,SEC,12.95,18
2024,Indiana,Big Ten,12.37,19
2024,Auburn,SEC,12.29,20
2024,USC,Big Ten,12.06,21
2024,Kansas State,Big 12,11.23,22
2024,Arkansas,SEC,10.82,23
2024,Iowa,Big Ten,10.54,24
2024,Virginia Tech,ACC,10.26,25
2024,SMU,ACC,9.94,26
2024,North Carolina,ACC,9.72,27
2024,Kentucky,SEC,9.58,28
2024,Louisville,ACC,9.56,29
2024,Colorado,Big 12,9.41,30
2024,TCU,Big 12,9.33,31
2024,Nebraska,Big Ten,9.22,32
2024,BYU,Big 12,8.86,33
2024,Illinois,Big Ten,8.85,34
2024,Minnesota,Big Ten,8.5,35
2024,Utah,Big 12,8.2,36
2024,Texas Tech,Big 12,8.12,37
2024,Arizona State,Big 12,7.95,38
2024,Syracuse,ACC,7.88,39
2024,Rutgers,Big Ten,7.47,40
2024,Iowa State,Big 12,7.11,41
2024,Kansas,Big 12,6.27,42
2024,James Madison,Sun Belt,5.92,43
2024,Vanderbilt,SEC,5.82,44
2024,Wisconsin,Big Ten,5.45,45
2024,Duke,ACC,5.4,46
2024,NC State,ACC,5.39,47
2024,Memphis,American Athletic,5.33,48
2024,Boise State,Pac-12,5.27,49
2024,UCLA,Big Ten,5.2,50
2024,California,ACC,4.77,51
2024,UNLV,Mountain West,4.58,52
2024,Florida State,ACC,4.55,53
2024,Baylor,Big 12,4.47,54
2024,Tulane,American Athletic,4.3,55
2024,Georgia Tech,ACC,4.27,56
2024,Washington,Big Ten,4.2,57
2024,Pittsburgh,ACC,3.94,58
2024,UCF,Big 12,3.48,59
2024,UTSA,American Athletic,2.97,60
2024,Army,American Athletic,2.88,61
2024,East Carolina,American Athletic,2.79,62
2024,Mississippi State,SEC,2.79,62
2024,Louisiana,Sun Belt,2.53,64
2024,Liberty,Conference USA,2.44,65
2024,Arizona,Big 12,2.4,66
2024,Boston College,ACC,2.28,67
2024,Maryland,Big Ten,2.2,68
2024,Texas State,Pac-12,2.07,69
2024,South Florida,American Athletic,2.05,70
2024,Michigan State,Big Ten,1.86,71
2024,West Virginia,Big 12,1.75,72
2024,Washington State,Pac-12,1.46,73
2024,Toledo,Mid-American,1.26,74
2024,Cincinnati,Big 12,1.21,75
2024,Marshall,Sun Belt,1.12,76
2024,Oklahoma State,Big 12,0.93,77
2024,nationalAverages,,0.56,78
2024,North Texas,American Athletic,-0.16,79
2024,Wake Forest,ACC,-0.42,80
2024,Jacksonville State,Conference USA,-0.44,81
2024,South Alabama,Sun Belt,-0.44,81
2024,Fresno State,Pac-12,-0.57,83
2024,Georgia Southern,Sun Belt,-0.61,84
2024,Virginia,ACC,-1.38,85
2024,Western Kentucky,Conference USA,-1.47,86
2024,Miami (OH),Mid-American,-1.48,87
2024,Colorado State,Pac-12,-1.82,88
2024,Coastal Carolina,Sun Belt,-2.03,89
2024,Oregon State,Pac-12,-2.2,90
2024,UConn,FBS Independents,-2.46,91
2024,Northwestern,Big Ten,-2.62,92
2024,Houston,Big 12,-2.68,93
2024,Navy,American Athletic,-3.05,94
2024,Ohio,Mid-American,-3.54,95
2024,App State,Sun Belt,-3.57,96
2024,Troy,Sun Belt,-3.86,97
2024,San José State,Mountain West,-3.94,98
2024,Stanford,ACC,-4.15,99
2024,Bowling Green,Mid-American,-4.81,100
2024,Sam Houston,Conference USA,-5.08,101
2024,Northern Illinois,Mountain West,-5.51,102
2024,Buffalo,Mid-American,-6.79,103
2024,Air Force,Mountain West,-6.86,104
2024,Florida Atlantic,American Athletic,-7.14,105
2024,Georgia State,Sun Belt,-7.28,106
2024,Old Dominion,Sun Belt,-7.44,107
2024,Arkansas State,Sun Belt,-7.54,108
2024,San Diego State,Pac-12,-7.76,109
2024,Purdue,Big Ten,-7.92,110
2024,UAB,American Athletic,-7.97,111
2024,Utah State,Pac-12,-8.73,112
2024,Western Michigan,Mid-American,-8.77,113
2024,Charlotte,American Athletic,-8.78,114
2024,Rice,American Athletic,-8.91,115
2024,Louisiana Tech,Conference USA,-9.03,116
2024,Wyoming,Mountain West,-9.45,117
2024,Nevada,Mountain West,-9.55,118
2024,Hawai'i,Mountain West,-9.67,119
2024,Florida International,Conference USA,-10.37,120
2024,UL Monroe,Sun Belt,-10.57,121
2024,Akron,Mid-American,-10.67,122
2024,Tulsa,American Athletic,-10.71,123
2024,Central Michigan,Mid-American,-10.75,124
2024,Eastern Michigan,Mid-American,-10.85,125
2024,New Mexico State,Conference USA,-11.2,126
2024,New Mexico,Mountain West,-11.36,127
2024,Temple,American Athletic,-11.36,127
2024,Ball State,Mid-American,-12.23,129
2024,Massachusetts,Mid-American,-13.76,130
2024,Kennesaw State,Conference USA,-14.11,131
2024,Southern Miss,Sun Belt,-14.3,132
2024,Middle Tennessee,Conference USA,-16.39,133
2024,UTEP,Mountain West,-17.47,134
2024,Kent State,Mid-American,-18.03,135
2025,Georgia,SEC,25.42,1
2025,Ohio State,Big Ten,25.38,2
2025,Oregon,Big Ten,24.57,3
2025,Notre Dame,FBS Independents,22.9,4
2025,Miami,ACC,21.66,5
2025,Texas A&M,SEC,21.36,6
2025,Texas,SEC,20.25,7
2025,Penn State,Big Ten,19.4,8
2025,Alabama,SEC,19.07,9
2025,Ole Miss,SEC,18.88,10
2025,USC,Big Ten,17.43,11
2025,Oklahoma,SEC,16.42,12
2025,Missouri,SEC,15.39,13
2025,Tennessee,SEC,15.02,14
2025,Utah,Big 12,14.64,15
2025,Iowa,Big Ten,14.49,16
2025,Michigan,Big Ten,14.45,17
2025,LSU,SEC,14.31,18
2025,Vanderbilt,SEC,14.21,19
2025,Auburn,SEC,14.03,20
2025,Texas Tech,Big 12,13.36,21
2025,Indiana,Big Ten,13.14,22
2025,Nebraska,Big Ten,13.09,23
2025,Washington,Big Ten,13.06,24
2025,Clemson,ACC,13.0,25
2025,Florida State,ACC,12.98,26
2025,SMU,ACC,11.58,27
2025,BYU,Big 12,9.56,28
2025,Florida,SEC,9.26,29
2025,NC State,ACC,9.11,30
2025,South Carolina,SEC,8.89,31
2025,Georgia Tech,ACC,8.7,32
2025,TCU,Big 12,7.77,33
2025,Arizona,Big 12,7.67,34
2025,Louisville,ACC,6.97,35
2025,Virginia,ACC,6.91,36
2025,Duke,ACC,6.7,37
2025,Houston,Big 12,6.61,38
2025,Pittsburgh,ACC,6.46,39
2025,Iowa State,Big 12,6.44,40
2025,UNLV,Mountain West,6.33,41
2025,Illinois,Big Ten,6.17,42
2025,Arkansas,SEC,6.0,43
2025,James Madison,Sun Belt,5.98,44
2025,Arizona State,Big 12,5.83,45
2025,Toledo,Mid-American,5.81,46
2025,Mississippi State,SEC,5.75,47
2025,North Texas,American Athletic,5.74,48
2025,East Carolina,American Athletic,5.37,49
2025,Wake Forest,ACC,5.32,50
2025,Northwestern,Big Ten,5.19,51
