id,year,home_team,home_conference,away_team,away_conference,home_points,away_points,neutral_site,start_date,season_type
401310254,2021,Army,FBS Independents,Bucknell,Patriot,63,10,False,2021-11-13T17:00:00.000Z,regular
401282687,2021,Louisville,ACC,Syracuse,ACC,41,3,False,2021-11-13T17:00:00.000Z,regular
401287938,2021,Baylor,Big 12,Oklahoma,Big 12,27,14,False,2021-11-13T17:00:00.000Z,regular
401282259,2021,Rice,Conference USA,Western Kentucky,Conference USA,21,42,False,2021-11-13T19:00:00.000Z,regular
401309639,2021,Coastal Carolina,Sun Belt,Georgia State,Sun Belt,40,42,False,2021-11-13T19:00:00.000Z,regular
401309896,2021,Arizona,Pac-12,Utah,Pac-12,29,38,False,2021-11-13T19:00:00.000Z,regular
401309637,2021,App State,Sun Belt,South Alabama,Sun Belt,31,7,False,2021-11-13T19:30:00.000Z,regular
401309640,2021,Texas State,Sun Belt,Georgia Southern,Sun Belt,30,38,False,2021-11-13T20:00:00.000Z,regular
401282254,2021,Louisiana Tech,Conference USA,Charlotte,Conference USA,42,32,False,2021-11-13T20:30:00.000Z,regular
401282133,2021,Tennessee,SEC,Georgia,SEC,17,41,False,2021-11-13T20:30:00.000Z,regular
401309641,2021,Troy,Sun Belt,Louisiana,Sun Belt,21,35,False,2021-11-13T20:30:00.000Z,regular
401282255,2021,Middle Tennessee,Conference USA,Florida International,Conference USA,50,10,False,2021-11-13T20:30:00.000Z,regular
401282689,2021,Virginia Tech,ACC,Duke,ACC,48,17,False,2021-11-13T20:30:00.000Z,regular
401282685,2021,Florida State,ACC,Miami,ACC,31,28,False,2021-11-13T20:30:00.000Z,regular
401282812,2021,Ohio State,Big Ten,Purdue,Big Ten,59,31,False,2021-11-13T20:30:00.000Z,regular
401287942,2021,Texas Tech,Big 12,Iowa State,Big 12,41,38,False,2021-11-13T20:30:00.000Z,regular
401282762,2021,Iowa,Big Ten,Minnesota,Big Ten,27,22,False,2021-11-13T20:30:00.000Z,regular
401282260,2021,UTSA,Conference USA,Southern Miss,Conference USA,27,17,False,2021-11-13T20:30:00.000Z,regular
401282257,2021,Marshall,Conference USA,UAB,Conference USA,14,21,False,2021-11-13T20:30:00.000Z,regular
401282686,2021,Georgia Tech,ACC,Boston College,ACC,30,41,False,2021-11-13T20:30:00.000Z,regular
401282256,2021,Old Dominion,Conference USA,Florida Atlantic,Conference USA,30,16,False,2021-11-13T20:30:00.000Z,regular
401282771,2021,Michigan State,Big Ten,Maryland,Big Ten,40,21,False,2021-11-13T21:00:00.000Z,regular
401301044,2021,Tulane,American Athletic,Tulsa,American Athletic,13,20,False,2021-11-13T21:00:00.000Z,regular
401282258,2021,North Texas,Conference USA,UTEP,Conference USA,20,17,False,2021-11-13T21:00:00.000Z,regular
401310745,2021,UNLV,Mountain West,Hawai'i,Mountain West,27,13,False,2021-11-13T21:00:00.000Z,regular
401282132,2021,Missouri,SEC,South Carolina,SEC,31,28,False,2021-11-13T21:00:00.000Z,regular
401309638,2021,UL Monroe,Sun Belt,Arkansas State,Sun Belt,24,27,False,2021-11-13T22:00:00.000Z,regular
401309894,2021,Oregon State,Pac-12,Stanford,Pac-12,35,14,False,2021-11-13T22:30:00.000Z,regular
401282134,2021,Vanderbilt,SEC,Kentucky,SEC,17,34,False,2021-11-14T00:00:00.000Z,regular
401310743,2021,Fresno State,Mountain West,New Mexico,Mountain West,34,7,False,2021-11-14T00:00:00.000Z,regular
401309897,2021,Washington,Pac-12,Arizona State,Pac-12,30,35,False,2021-11-14T00:00:00.000Z,regular
401310741,2021,Colorado State,Mountain West,Air Force,Mountain West,21,35,False,2021-11-14T00:00:00.000Z,regular
401282131,2021,Ole Miss,SEC,Texas A&M,SEC,29,19,False,2021-11-14T00:00:00.000Z,regular
401282130,2021,LSU,SEC,Arkansas,SEC,13,16,False,2021-11-14T00:30:00.000Z,regular
401287941,2021,Texas,Big 12,Kansas,Big 12,56,57,False,2021-11-14T00:30:00.000Z,regular
401282688,2021,Virginia,ACC,Notre Dame,FBS Independents,3,28,False,2021-11-14T00:30:00.000Z,regular
401282690,2021,Wake Forest,ACC,NC State,ACC,45,42,False,2021-11-14T00:30:00.000Z,regular
401287940,2021,Oklahoma State,Big 12,TCU,Big 12,63,17,False,2021-11-14T01:00:00.000Z,regular
401309898,2021,UCLA,Pac-12,Colorado,Pac-12,44,20,False,2021-11-14T02:00:00.000Z,regular
401310746,2021,San Diego State,Mountain West,Nevada,Mountain West,23,21,False,2021-11-14T03:30:00.000Z,regular
401310744,2021,San José State,Mountain West,Utah State,Mountain West,17,48,False,2021-11-14T03:30:00.000Z,regular
401309895,2021,Oregon,Pac-12,Washington State,Pac-12,38,24,False,2021-11-14T03:30:00.000Z,regular
401309589,2021,Ohio,Mid-American,Toledo,Mid-American,23,35,False,2021-11-17T00:00:00.000Z,regular
401309588,2021,Eastern Michigan,Mid-American,Western Michigan,Mid-American,22,21,False,2021-11-17T00:30:00.000Z,regular
401308841,2021,Miami (OH),Mid-American,Bowling Green,Mid-American,34,7,False,2021-11-17T01:00:00.000Z,regular
401309590,2021,Buffalo,Mid-American,Northern Illinois,Mid-American,27,33,False,2021-11-18T00:00:00.000Z,regular
401309591,2021,Ball State,Mid-American,Central Michigan,Mid-American,17,37,False,2021-11-18T00:00:00.000Z,regular
401282691,2021,Duke,ACC,Louisville,ACC,22,62,False,2021-11-19T00:30:00.000Z,regular
401282264,2021,Louisiana Tech,Conference USA,Southern Miss,Conference USA,19,35,False,2021-11-20T01:00:00.000Z,regular
401309899,2021,Washington State,Pac-12,Arizona,Pac-12,44,18,False,2021-11-20T02:00:00.000Z,regular
401301045,2021,Houston,American Athletic,Memphis,American Athletic,31,13,False,2021-11-20T02:00:00.000Z,regular
401310747,2021,Nevada,Mountain West,Air Force,Mountain West,39,41,False,2021-11-20T02:00:00.000Z,regular
401310751,2021,UNLV,Mountain West,San Diego State,Mountain West,20,28,False,2021-11-20T04:30:00.000Z,regular
401287944,2021,Oklahoma,Big 12,Iowa State,Big 12,28,21,False,2021-11-20T17:00:00.000Z,regular
401286305,2021,Army,FBS Independents,Massachusetts,FBS Independents,33,17,False,2021-11-20T17:00:00.000Z,regular
401287947,2021,West Virginia,Big 12,Texas,Big 12,31,23,False,2021-11-20T17:00:00.000Z,regular
401282808,2021,Northwestern,Big Ten,Purdue,Big Ten,14,32,True,2021-11-20T17:00:00.000Z,regular
401282693,2021,Clemson,ACC,Wake Forest,ACC,48,27,False,2021-11-20T17:00:00.000Z,regular
401282818,2021,Penn State,Big Ten,Rutgers,Big Ten,28,0,False,2021-11-20T17:00:00.000Z,regular
401282144,2021,Texas A&M,SEC,Prairie View A&M,SWAC,52,3,False,2021-11-20T17:00:00.000Z,regular
401301048,2021,Tulane,American Athletic,South Florida,American Athletic,45,14,False,2021-11-20T17:00:00.000Z,regular
401282696,2021,North Carolina,ACC,Wofford,Southern,34,14,False,2021-11-20T17:00:00.000Z,regular
401282136,2021,Georgia,SEC,Charleston Southern,Big South,56,7,False,2021-11-20T17:00:00.000Z,regular
401282140,2021,Mississippi State,SEC,Tennessee State,OVC,55,10,False,2021-11-20T17:00:00.000Z,regular
401282786,2021,Ohio State,Big Ten,Michigan State,Big Ten,56,7,False,2021-11-20T17:00:00.000Z,regular
401282692,2021,Boston College,ACC,Florida State,ACC,23,26,False,2021-11-20T17:00:00.000Z,regular
401309592,2021,Akron,Mid-American,Kent State,Mid-American,0,38,False,2021-11-20T17:00:00.000Z,regular
401282137,2021,Kentucky,SEC,New Mexico State,FBS Independents,56,16,False,2021-11-20T17:00:00.000Z,regular
401282263,2021,Western Kentucky,Conference USA,Florida Atlantic,Conference USA,52,17,False,2021-11-20T17:00:00.000Z,regular
401309644,2021,Coastal Carolina,Sun Belt,Texas State,Sun Belt,35,21,False,2021-11-20T18:00:00.000Z,regular
401309643,2021,Georgia State,Sun Belt,Arkansas State,Sun Belt,28,20,False,2021-11-20T19:00:00.000Z,regular
401282721,2021,Iowa,Big Ten,Illinois,Big Ten,33,23,False,2021-11-20T19:00:00.000Z,regular
401282697,2021,Notre Dame,FBS Independents,Georgia Tech,ACC,55,0,False,2021-11-20T19:30:00.000Z,regular
401309903,2021,Colorado,Pac-12,Washington,Pac-12,20,17,False,2021-11-20T20:00:00.000Z,regular
401301047,2021,Navy,American Athletic,East Carolina,American Athletic,35,38,False,2021-11-20T20:30:00.000Z,regular
401282770,2021,Maryland,Big Ten,Michigan,Big Ten,18,59,False,2021-11-20T20:30:00.000Z,regular
401309642,2021,Troy,Sun Belt,App State,Sun Belt,7,45,False,2021-11-20T20:30:00.000Z,regular
401301046,2021,Cincinnati,American Athletic,SMU,American Athletic,48,14,False,2021-11-20T20:30:00.000Z,regular
401282135,2021,Alabama,SEC,Arkansas,SEC,42,35,False,2021-11-20T20:30:00.000Z,regular
401282732,2021,Indiana,Big Ten,Minnesota,Big Ten,14,35,False,2021-11-20T20:30:00.000Z,regular
401282803,2021,Wisconsin,Big Ten,Nebraska,Big Ten,35,28,False,2021-11-20T20:30:00.000Z,regular
401282698,2021,Pittsburgh,ACC,Virginia,ACC,48,38,False,2021-11-20T20:30:00.000Z,regular
401282261,2021,Charlotte,Conference USA,Marshall,Conference USA,28,49,False,2021-11-20T20:30:00.000Z,regular
401282267,2021,UTSA,Conference USA,UAB,Conference USA,34,31,False,2021-11-20T20:30:00.000Z,regular
401282265,2021,Middle Tennessee,Conference USA,Old Dominion,Conference USA,17,24,False,2021-11-20T20:30:00.000Z,regular
401309645,2021,Georgia Southern,Sun Belt,BYU,FBS Independents,17,34,False,2021-11-20T21:00:00.000Z,regular
401282266,2021,UTEP,Conference USA,Rice,Conference USA,38,28,False,2021-11-20T21:00:00.000Z,regular
401286293,2021,UCF,American Athletic,UConn,FBS Independents,49,17,False,2021-11-20T21:00:00.000Z,regular
401286298,2021,Liberty,FBS Independents,Louisiana,Sun Belt,14,42,False,2021-11-20T21:00:00.000Z,regular
401282695,2021,NC State,ACC,Syracuse,ACC,41,17,False,2021-11-20T21:00:00.000Z,regular
401301049,2021,Tulsa,American Athletic,Temple,American Athletic,44,10,False,2021-11-20T21:00:00.000Z,regular
401287945,2021,TCU,Big 12,Kansas,Big 12,31,28,False,2021-11-20T21:00:00.000Z,regular
401309904,2021,USC,Pac-12,UCLA,Pac-12,33,62,False,2021-11-20T21:00:00.000Z,regular
401282141,2021,Missouri,SEC,Florida,SEC,24,23,False,2021-11-20T21:00:00.000Z,regular
401287943,2021,Kansas State,Big 12,Baylor,Big 12,10,20,False,2021-11-20T22:30:00.000Z,regular
401309900,2021,Stanford,Pac-12,California,Pac-12,11,41,False,2021-11-21T00:00:00.000Z,regular
401282262,2021,Florida International,Conference USA,North Texas,Conference USA,7,49,False,2021-11-21T00:00:00.000Z,regular
401282142,2021,South Carolina,SEC,Auburn,SEC,21,17,False,2021-11-21T00:00:00.000Z,regular
401309901,2021,Utah,Pac-12,Oregon,Pac-12,38,7,False,2021-11-21T00:30:00.000Z,regular
401282139,2021,Ole Miss,SEC,Vanderbilt,SEC,31,17,False,2021-11-21T00:30:00.000Z,regular
401282694,2021,Miami,ACC,Virginia Tech,ACC,38,26,False,2021-11-21T00:30:00.000Z,regular
401282143,2021,Tennessee,SEC,South Alabama,Sun Belt,60,14,False,2021-11-21T00:30:00.000Z,regular
401287946,2021,Texas Tech,Big 12,Oklahoma State,Big 12,0,23,False,2021-11-21T01:00:00.000Z,regular
401310750,2021,Utah State,Mountain West,Wyoming,Mountain West,17,44,False,2021-11-21T01:00:00.000Z,regular
401310748,2021,Boise State,Mountain West,New Mexico,Mountain West,37,0,False,2021-11-21T02:00:00.000Z,regular
401282138,2021,LSU,SEC,UL Monroe,Sun Belt,27,14,False,2021-11-21T02:00:00.000Z,regular
401309902,2021,Oregon State,Pac-12,Arizona State,Pac-12,24,10,False,2021-11-21T03:30:00.000Z,regular
401310749,2021,Hawai'i,Mountain West,Colorado State,Mountain West,50,45,False,2021-11-21T04:00:00.000Z,regular
401309593,2021,Ball State,Mid-American,Buffalo,Mid-American,20,3,False,2021-11-24T00:00:00.000Z,regular
401309594,2021,Northern Illinois,Mid-American,Western Michigan,Mid-American,21,42,False,2021-11-24T00:00:00.000Z,regular
401310757,2021,San José State,Mountain West,Fresno State,Mountain West,9,40,False,2021-11-25T20:30:00.000Z,regular
401282151,2021,Mississippi State,SEC,Ole Miss,SEC,21,31,False,2021-11-26T00:30:00.000Z,regular
401287952,2021,Texas,Big 12,Kansas State,Big 12,22,17,False,2021-11-26T17:00:00.000Z,regular
401309595,2021,Central Michigan,Mid-American,Eastern Michigan,Mid-American,31,10,False,2021-11-26T17:00:00.000Z,regular
401309596,2021,Bowling Green,Mid-American,Ohio,Mid-American,21,10,False,2021-11-26T17:00:00.000Z,regular
401310753,2021,San Diego State,Mountain West,Boise State,Mountain West,27,16,False,2021-11-26T17:00:00.000Z,regular
401310755,2021,New Mexico,Mountain West,Utah State,Mountain West,10,35,False,2021-11-26T18:00:00.000Z,regular
401282761,2021,Nebraska,Big Ten,Iowa,Big Ten,21,28,False,2021-11-26T18:30:00.000Z,regular
401282274,2021,UAB,Conference USA,UTEP,Conference USA,42,25,False,2021-11-26T19:00:00.000Z,regular
401301050,2021,UCF,American Athletic,South Florida,American Athletic,17,13,False,2021-11-26T20:30:00.000Z,regular
401301051,2021,East Carolina,American Athletic,Cincinnati,American Athletic,13,35,False,2021-11-26T20:30:00.000Z,regular
401282145,2021,Arkansas,SEC,Missouri,SEC,34,17,False,2021-11-26T20:30:00.000Z,regular
401309648,2021,South Alabama,Sun Belt,Coastal Carolina,Sun Belt,21,27,False,2021-11-26T20:30:00.000Z,regular
401310752,2021,Air Force,Mountain West,UNLV,Mountain West,48,14,False,2021-11-26T20:30:00.000Z,regular
401309906,2021,Utah,Pac-12,Colorado,Pac-12,28,13,False,2021-11-26T21:00:00.000Z,regular
401287949,2021,Iowa State,Big 12,TCU,Big 12,48,14,False,2021-11-26T21:30:00.000Z,regular
401282699,2021,NC State,ACC,North Carolina,ACC,34,30,False,2021-11-27T00:00:00.000Z,regular
401309905,2021,Washington,Pac-12,Washington State,Pac-12,13,40,False,2021-11-27T01:00:00.000Z,regular
401282147,2021,Florida,SEC,Florida State,ACC,24,21,False,2021-11-27T17:00:00.000Z,regular
401282148,2021,Georgia Tech,ACC,Georgia,SEC,0,45,False,2021-11-27T17:00:00.000Z,regular
401282766,2021,Rutgers,Big Ten,Maryland,Big Ten,16,40,False,2021-11-27T17:00:00.000Z,regular
401309597,2021,Toledo,Mid-American,Akron,Mid-American,49,14,False,2021-11-27T17:00:00.000Z,regular
401301052,2021,UConn,FBS Independents,Houston,American Athletic,17,45,False,2021-11-27T17:00:00.000Z,regular
401282700,2021,Boston College,ACC,Wake Forest,ACC,10,41,False,2021-11-27T17:00:00.000Z,regular
401286299,2021,Liberty,FBS Independents,Army,FBS Independents,16,31,False,2021-11-27T17:00:00.000Z,regular
401287948,2021,Baylor,Big 12,Texas Tech,Big 12,27,24,False,2021-11-27T17:00:00.000Z,regular
401282781,2021,Michigan,Big Ten,Ohio State,Big Ten,42,27,False,2021-11-27T17:00:00.000Z,regular
401301054,2021,Temple,American Athletic,Navy,American Athletic,14,38,False,2021-11-27T17:00:00.000Z,regular
401308842,2021,Kent State,Mid-American,Miami (OH),Mid-American,48,47,False,2021-11-27T17:00:00.000Z,regular
401282701,2021,Duke,ACC,Miami,ACC,10,47,False,2021-11-27T17:30:00.000Z,regular
401282271,2021,Rice,Conference USA,Louisiana Tech,Conference USA,35,31,False,2021-11-27T18:00:00.000Z,regular
401282268,2021,Old Dominion,Conference USA,Charlotte,Conference USA,56,34,False,2021-11-27T19:00:00.000Z,regular
401309647,2021,Arkansas State,Sun Belt,Texas State,Sun Belt,22,24,False,2021-11-27T19:00:00.000Z,regular
401309649,2021,Georgia State,Sun Belt,Troy,Sun Belt,37,10,False,2021-11-27T19:00:00.000Z,regular
401282273,2021,North Texas,Conference USA,UTSA,Conference USA,45,23,False,2021-11-27T19:00:00.000Z,regular
401309646,2021,App State,Sun Belt,Georgia Southern,Sun Belt,27,3,False,2021-11-27T19:30:00.000Z,regular
401282269,2021,Southern Miss,Conference USA,Florida International,Conference USA,37,17,False,2021-11-27T20:00:00.000Z,regular
401286306,2021,New Mexico State,FBS Independents,Massachusetts,FBS Independents,44,27,False,2021-11-27T20:00:00.000Z,regular
401310756,2021,Wyoming,Mountain West,Hawai'i,Mountain West,14,38,False,2021-11-27T20:00:00.000Z,regular
401282753,2021,Purdue,Big Ten,Indiana,Big Ten,44,7,False,2021-11-27T20:30:00.000Z,regular
401309908,2021,Oregon,Pac-12,Oregon State,Pac-12,38,29,False,2021-11-27T20:30:00.000Z,regular
401282722,2021,Illinois,Big Ten,Northwestern,Big Ten,47,14,False,2021-11-27T20:30:00.000Z,regular
401282146,2021,Auburn,SEC,Alabama,SEC,22,24,False,2021-11-27T20:30:00.000Z,regular
401282785,2021,Michigan State,Big Ten,Penn State,Big Ten,30,27,False,2021-11-27T20:30:00.000Z,regular
401282272,2021,Marshall,Conference USA,Western Kentucky,Conference USA,21,53,False,2021-11-27T20:30:00.000Z,regular
401282703,2021,Virginia,ACC,Virginia Tech,ACC,24,29,False,2021-11-27T20:45:00.000Z,regular
401282153,2021,Tennessee,SEC,Vanderbilt,SEC,45,21,False,2021-11-27T20:45:00.000Z,regular
401301055,2021,SMU,American Athletic,Tulsa,American Athletic,31,34,False,2021-11-27T21:00:00.000Z,regular
401309650,2021,Louisiana,Sun Belt,UL Monroe,Sun Belt,21,16,False,2021-11-27T21:00:00.000Z,regular
401309909,2021,Arizona State,Pac-12,Arizona,Pac-12,38,15,False,2021-11-27T21:00:00.000Z,regular
401282794,2021,Minnesota,Big Ten,Wisconsin,Big Ten,23,13,False,2021-11-27T21:00:00.000Z,regular
401287950,2021,Kansas,Big 12,West Virginia,Big 12,28,34,False,2021-11-28T00:00:00.000Z,regular
401282150,2021,LSU,SEC,Texas A&M,SEC,27,24,False,2021-11-28T00:00:00.000Z,regular
401282270,2021,Florida Atlantic,Conference USA,Middle Tennessee,Conference USA,17,27,False,2021-11-28T00:00:00.000Z,regular
401282152,2021,South Carolina,SEC,Clemson,ACC,0,30,False,2021-11-28T00:30:00.000Z,regular
401301053,2021,Memphis,American Athletic,Tulane,American Athletic,33,28,False,2021-11-28T00:30:00.000Z,regular
401282702,2021,Syracuse,ACC,Pittsburgh,ACC,14,31,False,2021-11-28T00:30:00.000Z,regular
401287951,2021,Oklahoma State,Big 12,Oklahoma,Big 12,37,33,False,2021-11-28T00:30:00.000Z,regular
401282149,2021,Louisville,ACC,Kentucky,SEC,21,52,False,2021-11-28T00:30:00.000Z,regular
401282711,2021,Stanford,Pac-12,Notre Dame,FBS Independents,14,45,False,2021-11-28T01:00:00.000Z,regular
401310754,2021,Colorado State,Mountain West,Nevada,Mountain West,10,52,False,2021-11-28T02:00:00.000Z,regular
401309907,2021,UCLA,Pac-12,California,Pac-12,42,14,False,2021-11-28T03:30:00.000Z,regular
401309910,2021,USC,Pac-12,BYU,FBS Independents,31,35,False,2021-11-28T03:30:00.000Z,regular
401282156,2021,UTSA,Conference USA,Western Kentucky,Conference USA,49,41,False,2021-12-04T00:00:00.000Z,regular
401331159,2021,Utah,Pac-12,Oregon,Pac-12,38,10,True,2021-12-04T01:00:00.000Z,regular
401331160,2021,Northern Illinois,Mid-American,Kent State,Mid-American,41,23,True,2021-12-04T17:00:00.000Z,regular
401287953,2021,Oklahoma State,Big 12,Baylor,Big 12,16,21,True,2021-12-04T17:00:00.000Z,regular
401310676,2021,San Diego State,Mountain West,Utah State,Mountain West,13,46,False,2021-12-04T20:00:00.000Z,regular
401331161,2021,Louisiana,Sun Belt,App State,Sun Belt,24,16,False,2021-12-04T20:30:00.000Z,regular
401282154,2021,Alabama,SEC,Georgia,SEC,41,24,True,2021-12-04T21:00:00.000Z,regular
401331162,2021,Cincinnati,American Athletic,Houston,American Athletic,35,20,False,2021-12-04T21:00:00.000Z,regular
401331163,2021,Wake Forest,ACC,Pittsburgh,ACC,21,45,True,2021-12-05T01:00:00.000Z,regular
401331447,2021,Iowa,Big Ten,Michigan,Big Ten,3,42,True,2021-12-05T01:00:00.000Z,regular
401387250,2021,California,Pac-12,USC,Pac-12,24,14,False,2021-12-05T04:00:00.000Z,regular
401301056,2021,Army,FBS Independents,Navy,American Athletic,13,17,False,2021-12-11T20:00:00.000Z,regular
401331164,2021,Toledo,Mid-American,Middle Tennessee,Conference USA,24,31,True,2021-12-17T17:00:00.000Z,postseason
401331165,2021,Coastal Carolina,Sun Belt,Northern Illinois,Mid-American,47,41,True,2021-12-17T23:00:00.000Z,postseason
401331166,2021,App State,Sun Belt,Western Kentucky,Conference USA,38,59,True,2021-12-18T16:00:00.000Z,postseason
401331167,2021,Fresno State,Mountain West,UTEP,Conference USA,31,24,True,2021-12-18T19:15:00.000Z,postseason
401331168,2021,BYU,FBS Independents,UAB,Conference USA,28,31,True,2021-12-18T20:30:00.000Z,postseason
401331169,2021,Liberty,FBS Independents,Eastern Michigan,Mid-American,56,20,True,2021-12-18T22:45:00.000Z,postseason
401331170,2021,Oregon State,Pac-12,Utah State,Mountain West,13,24,True,2021-12-19T00:30:00.000Z,postseason
401331171,2021,Marshall,Conference USA,Louisiana,Sun Belt,21,36,True,2021-12-19T02:15:00.000Z,postseason
401331172,2021,Tulsa,American Athletic,Old Dominion,Conference USA,30,17,True,2021-12-20T19:30:00.000Z,postseason
401331213,2021,Wyoming,Mountain West,Kent State,Mid-American,52,38,True,2021-12-21T20:30:00.000Z,postseason
401331214,2021,San Diego State,Mountain West,UTSA,Conference USA,38,24,True,2021-12-22T00:30:00.000Z,postseason
401331215,2021,Army,FBS Independents,Missouri,SEC,24,22,True,2021-12-23T01:00:00.000Z,postseason
401391158,2021,Miami (OH),Mid-American,North Texas,Conference USA,27,14,True,2021-12-23T20:30:00.000Z,postseason
401331216,2021,Florida,SEC,UCF,American Athletic,17,29,True,2021-12-24T00:00:00.000Z,postseason
401331218,2021,Ball State,Mid-American,Georgia State,Sun Belt,20,51,True,2021-12-25T19:30:00.000Z,postseason
401331219,2021,Nevada,Mountain West,Western Michigan,Mid-American,24,52,True,2021-12-27T16:00:00.000Z,postseason
401331221,2021,Auburn,SEC,Houston,American Athletic,13,17,True,2021-12-28T17:00:00.000Z,postseason
401331222,2021,Louisville,ACC,Air Force,Mountain West,28,31,True,2021-12-28T20:15:00.000Z,postseason
401331223,2021,Texas Tech,Big 12,Mississippi State,SEC,34,7,True,2021-12-28T23:45:00.000Z,postseason
401331224,2021,Minnesota,Big Ten,West Virginia,Big 12,18,6,True,2021-12-29T03:15:00.000Z,postseason
401331226,2021,Virginia Tech,ACC,Maryland,Big Ten,10,54,True,2021-12-29T19:15:00.000Z,postseason
401331227,2021,Iowa State,Big 12,Clemson,ACC,13,20,True,2021-12-29T22:45:00.000Z,postseason
401331228,2021,Oklahoma,Big 12,Oregon,Pac-12,47,32,True,2021-12-30T02:15:00.000Z,postseason
401331229,2021,South Carolina,SEC,North Carolina,ACC,38,21,True,2021-12-30T16:30:00.000Z,postseason
401331230,2021,Purdue,Big Ten,Tennessee,SEC,48,45,True,2021-12-30T20:00:00.000Z,postseason
401331231,2021,Michigan State,Big Ten,Pittsburgh,ACC,31,21,True,2021-12-31T00:00:00.000Z,postseason
401331232,2021,Arizona State,Pac-12,Wisconsin,Big Ten,13,20,True,2021-12-31T03:30:00.000Z,postseason
401331233,2021,Rutgers,Big Ten,Wake Forest,ACC,10,38,True,2021-12-31T16:00:00.000Z,postseason
401331654,2021,Central Michigan,Mid-American,Washington State,Pac-12,24,21,True,2021-12-31T17:00:00.000Z,postseason
401331235,2021,Alabama,SEC,Cincinnati,American Athletic,27,6,True,2021-12-31T20:30:00.000Z,postseason
401331234,2021,Michigan,Big Ten,Georgia,SEC,11,34,True,2022-01-01T00:30:00.000Z,postseason
401331236,2021,Arkansas,SEC,Penn State,Big Ten,24,10,True,2022-01-01T17:00:00.000Z,postseason
401331237,2021,Kentucky,SEC,Iowa,Big Ten,20,17,True,2022-01-01T18:00:00.000Z,postseason
401331238,2021,Notre Dame,FBS Independents,Oklahoma State,Big 12,35,37,True,2022-01-01T18:00:00.000Z,postseason
401331239,2021,Ohio State,Big Ten,Utah,Pac-12,48,45,True,2022-01-01T22:00:00.000Z,postseason
401331240,2021,Ole Miss,SEC,Baylor,Big 12,7,21,True,2022-01-02T01:45:00.000Z,postseason
401331241,2021,Kansas State,Big 12,LSU,SEC,42,20,True,2022-01-05T02:00:00.000Z,postseason
401331242,2021,Alabama,SEC,Georgia,SEC,18,33,True,2022-01-11T01:00:00.000Z,postseason
401426532,2022,Western Kentucky,Conference USA,Austin Peay,Atlantic Sun,38,27,False,2022-08-27T16:00:00.000Z,regular
401405059,2022,Northwestern,Big Ten,Nebraska,Big Ten,31,28,True,2022-08-27T16:30:00.000Z,regular
401413256,2022,UNLV,Mountain West,Idaho State,Big Sky,52,21,False,2022-08-27T19:30:00.000Z,regular
401404146,2022,Utah State,Mountain West,UConn,FBS Independents,31,20,False,2022-08-27T20:00:00.000Z,regular
401405058,2022,Illinois,Big Ten,Wyoming,Mountain West,38,6,False,2022-08-27T20:00:00.000Z,regular
401411090,2022,Florida State,ACC,Duquesne,NEC,47,7,False,2022-08-27T21:00:00.000Z,regular
401426530,2022,Florida Atlantic,Conference USA,Charlotte,Conference USA,43,13,False,2022-08-27T23:00:00.000Z,regular
401411091,2022,North Carolina,ACC,Florida A&M,SWAC,56,24,False,2022-08-28T00:15:00.000Z,regular
401426531,2022,UTEP,Conference USA,North Texas,Conference USA,13,31,False,2022-08-28T01:00:00.000Z,regular
401409235,2022,New Mexico State,FBS Independents,Nevada,Mountain West,12,23,False,2022-08-28T02:00:00.000Z,regular
401403853,2022,Hawai'i,Mountain West,Vanderbilt,SEC,10,63,False,2022-08-28T02:30:00.000Z,regular
401416568,2022,Akron,Mid-American,St. Francis (PA),NEC,30,23,False,2022-09-01T22:00:00.000Z,regular
401415610,2022,UCF,American Athletic,South Carolina State,MEAC,56,10,False,2022-09-01T23:00:00.000Z,regular
401411092,2022,Pittsburgh,ACC,West Virginia,Big 12,38,31,False,2022-09-01T23:00:00.000Z,regular
401403864,2022,Tennessee,SEC,Ball State,Mid-American,59,10,False,2022-09-01T23:00:00.000Z,regular
401426533,2022,Florida International,Conference USA,Bryant,Big South,38,37,False,2022-09-01T23:00:00.000Z,regular
401441990,2022,Toledo,Mid-American,Long Island University,NEC,37,0,False,2022-09-01T23:00:00.000Z,regular
401416569,2022,Oklahoma State,Big 12,Central Michigan,Mid-American,58,44,False,2022-09-01T23:00:00.000Z,regular
401411093,2022,Wake Forest,ACC,VMI,Southern,44,10,False,2022-09-01T23:30:00.000Z,regular
401405064,2022,Purdue,Big Ten,Penn State,Big Ten,31,35,False,2022-09-02T00:00:00.000Z,regular
401426534,2022,UAB,Conference USA,Alabama A&M,SWAC,59,0,False,2022-09-02T00:00:00.000Z,regular
401416592,2022,Northern Illinois,Mid-American,Eastern Illinois,OVC,34,27,False,2022-09-02T00:00:00.000Z,regular
401426537,2022,Missouri,SEC,Louisiana Tech,Conference USA,52,24,False,2022-09-02T00:00:00.000Z,regular
401405060,2022,Minnesota,Big Ten,New Mexico State,FBS Independents,38,0,False,2022-09-02T01:00:00.000Z,regular
401403965,2022,Arizona State,Pac-12,Northern Arizona,Big Sky,40,3,False,2022-09-02T02:00:00.000Z,regular
401415213,2022,San José State,Mountain West,Portland State,Big Sky,21,17,False,2022-09-02T02:30:00.000Z,regular
401413224,2022,Fresno State,Mountain West,Cal Poly,Big Sky,35,7,False,2022-09-02T02:30:00.000Z,regular
